store_name,address,city,zipcode,store_type,latitude,longitude
San Diego Indian Spice,6784 El Cajon Blvd,San Diego,92115,Other,3864687.72654532,-13030143.4328514
Smart & Final 725,933 Sweetwater Rd,Spring Valley,91977,Super Store,3857213.36349507,-13025789.7275665
Dollar Tree 5182,4520 Camino de la Plz,San Ysidro,92173,Other,3835001.63276708,-13028462.5085404
Target Store 3205,3030 Grape St,San Diego,92102,Super Store,3859065.23430142,-13038772.9197777
WinCo Foods 134,555 Grand Ave,San Marcos,92078,Supermarket,3913209.04440162,-13044203.0845386
Chevron 1726,970 Tamarack Ave,Carlsbad,92008,Convenience Store,3915617.17607963,-13061655.7543051
Chevron 1836,785 College Blvd,Oceanside,92057,Convenience Store,3927444.35649611,-13056629.6792958
Chevron 1497,2295 S Melrose Dr,Vista,92081,Convenience Store,3914640.72798472,-13051242.9291363
Chevron 1967,805 Birmingham Dr,Encintas,92007,Convenience Store,3898826.03961706,-13054812.9452061
Chevron 1835,1200 W San Marcos Blvd,San Marcos,92078,Convenience Store,3912989.03617192,-13046037.6297468
Juan Diego's Pizza,949 Broadway,Chula Vista,91911,Restaurant Meals Program,3844421.08026944,-13033621.0537438
Target Store 2855,17170 Camino Del Sur,San Diego,92127,Super Store,3898049.60761167,-13038034.8715537
Chevron 1837,770 Plaza Ct,Chula Vista,91910,Convenience Store,3847247.14720866,-13027682.1589099
Chevron 1875,604 Dennery Rd,San Diego,92154,Convenience Store,3840123.99209725,-13027993.8534842
Country Creek Market,15141 Olde Highway 80,El Cajon,92021,Convenience Store,3875931.3599813,-13007586.7644319
Trader Joe's 223,13480 Highlands Pl,San Diego,92130,Supermarket,3890144.03201898,-13045571.2010804
Del Taco 182,110 W El Norte Pkwy,Escondido,92026,Restaurant Meals Program,3913901.79831568,-13034410.3089335
Walgreens 13834,602 Euclid Ave,San Diego,92114,Other,3857097.73044531,-13033851.4850897
7-eleven 2112 22894c,1030 N Broadway,Escondido,92026,Convenience Store,3913117.31841192,-13034057.4261477
7-eleven 2112 25766,2211 San Elijo Ave,Cardiff by the Sea,92007,Convenience Store,3897847.54192869,-13055711.2934968
7-eleven Store 34243c 34243C,3146 Sports Arena Blvd,San Diego,92110,Convenience Store,3862559.25549845,-13047305.558747
Walmart Neighborhood Market 5637,1046 Mission Ave,Oceanside,92054,Super Store,3921717.44006117,-13066114.0999114
Walmart Neighborhood Market 3084,1266 E Valley Pkwy,Escondido,92027,Super Store,3912713.59969175,-13031730.8487901
McDonald's #26720,340 W Mission Ave,Escondido,92025,Restaurant Meals Program,3912428.73183129,-13034512.722865
Taco Bell #41596,627 N Escondido Blvd,Escondido,92025,Restaurant Meals Program,3912146.79526584,-13034288.9706885
Magnolia Market,112 E Madison Ave,El Cajon,92020,Grocery Store,3868907.41623402,-13020116.8863156
Taco Bell #41598,910 E Vista Way,Vista,92084,Restaurant Meals Program,3923417.20380966,-13050130.8474233
Walgreens 13161,4029 43rd St,San Diego,92105,Other,3862185.2010968,-13035728.3317045
Sea Trader Liquor & Deli,1403 Ebers St,San Diego,92107,Convenience Store,3860245.8941253,-13052533.1220346
Dollar Tree 5502,400 N 2nd St,El Cajon,92021,Other,3868708.36777478,-13017231.4851143
North Park 76 Circle K 22655224,3154 El Cajon Blvd,San Diego,92104,Convenience Store,3862928.95362279,-13038415.5842122
Best Bev,640 E St,Chula Vista,91910,Convenience Store,3847611.21053531,-13035031.4716921
McDonald's 5244,3720 Mission Ave,Oceanside,92058,Restaurant Meals Program,3925118.6795075,-13061496.5674333
Mother's Nutritional Center 218,4502 University Ave,San Diego,92105,Supermarket,3862119.55087616,-13035225.1676061
Chevron 1741,8888 N Magnolia Ave,Santee,92071,Convenience Store,3873829.60581688,-13020719.1247608
Tom's #23,505 W 5th Ave,Escondido,92025,Restaurant Meals Program,3910567.89026913,-13033801.3913188
El Puerto Fish Market,327 W Mission Ave,Escondido,92025,Specialty Store,3912434.18187443,-13034344.6304339
Chevron 1975,2115 Olympic Pkwy,Chula Vista,91915,Convenience Store,3846084.44048011,-13020666.8046001
The People Produce Mobile Farmers Market NAFMNP,6315 Imperial Ave,San Diego,92114,Other,3856843.31526362,-13031248.835395
7-eleven Store 35439c 35439C,7807 Balboa Ave,San Diego,92111,Convenience Store,3871607.02049848,-13041585.96331
Gelson's Markets 27,2707 Via de la Valle,Del Mar,92014,Supermarket,3892720.86052582,-13052160.2017405
5 Star Market & Liquor,1419 Hilltop Dr,Chula Vista,91911,Convenience Store,3842850.71802771,-13030085.5467162
University Food Market,4950 University Ave,San Diego,92105,Convenience Store,3862141.65484108,-13034144.2553505
Walmart Neighborhood Market 4169,300 N 2nd St,El Cajon,92021,Super Store,3868590.23814458,-13017231.4851143
The Snack Shop,555 Broadway,Chula Vista,91910,Convenience Store,3846330.42881262,-13033842.5795304
Davids Friendly Market,543 32nd St,San Diego,92102,Convenience Store,3857060.95037635,-13038320.9626451
Circle K 2729467,2210 Otay Lakes Rd,Chula Vista,91915,Convenience Store,3848512.95667392,-13020907.2547003
Circle K 2729475,2903 Jamacha Rd,El Cajon,92019,Convenience Store,3860879.54510285,-13017567.6699765
Circle K 2729476,10555 Scripps Poway Pkwy,San Diego,92131,Convenience Store,3886971.54258547,-13035537.9753752
Circle K 2729478,1990 College Blvd,Oceanside,92056,Convenience Store,3922886.73274816,-13056088.6665706
Circle K 2729485,13007 Camino Del Sur,San Diego,92129,Convenience Store,3889649.03266438,-13041384.4750317
Carlsbad Ranch Market,6120 Paseo Del Norte,Carlsbad,92011,Convenience Store,3911159.47280504,-13059837.9070205
El Super 51,4421 University Ave,San Diego,92105,Supermarket,3862112.40349517,-13035428.8822742
99 Ranch Market 51,505 Telegraph Canyon Rd,Chula Vista,91910,Supermarket,3846113.65215306,-13028964.5594439
Mike's NY Giant Pizza,1635 Sweetwater Rd,National City,91950,Restaurant Meals Program,3850509.70783461,-13033568.7335831
Dollar Tree 5716,3337 Rosecrans St,San Diego,92110,Other,3861998.31070379,-13047400.1803141
Dollar Tree 5733,2611 Market St,San Diego,92101,Other,3857046.79404942,-13039719.1354494
7-eleven Store 38087a,3515 University Ave,San Diego,92104,Convenience Store,3862130.1395967,-13037471.5949303
7-Eleven Store 21792E,403 3rd Ave,Chula Vista,91910,Convenience Store,3847300.15645849,-13033110.097281
Vons 2724,3439 Via Montebello,Carlsbad,92009,Supermarket,3906166.45248615,-13050203.2050923
California Date Packing Inc,277 El Cajon Blvd,El Cajon,92020,Specialty Store,3867833.9452421,-13020932.8581831
Beverage House Liquor,755 Shadowridge Dr,Vista,92083,Convenience Store,3917337.72657852,-13048950.8608209
Santee Stop Liquor Store & Deli Inc.,9266 Carlton Oaks Dr,Santee,92071,Convenience Store,3874851.15293461,-13024233.4810852
Duke's Liquor 1,7029 El Cajon Blvd,San Diego,92115,Convenience Store,3864603.92537296,-13029537.8548215
Kearny Mesa Market,7631 Linda Vista Rd,San Diego,92111,Convenience Store,3869077.729164,-13041890.9787148
Rocket #0044 0044,3401 College Blvd,Oceanside,92056,Convenience Store,3919434.00577616,-13057382.1990536
Rocket #0041 0041,3252 University Ave,San Diego,92104,Convenience Store,3861972.63336001,-13038146.1910445
Rancho Market & Liquor,2970 Imperial Ave,San Diego,92102,Convenience Store,3856433.59001639,-13038869.7677347
Howell's Liquor,6853 Imperial Ave,San Diego,92114,Convenience Store,3857113.87137507,-13029915.2278952
7-Eleven Store 32942B,5802 Van Allen Way,Carlsbad,92008,Convenience Store,3913387.57980857,-13056393.6819753
Smart & Final 928,955 Carlsbad Village Dr,Carlsbad,92008,Super Store,3916855.27131816,-13062667.6484764
Earl's Place And Market 0981,9821 Equality Ln,La Jolla,92093,Convenience Store,3879783.91729692,-13050474.8246499
WinCo Foods 145,2245 S El Camino Real,Oceanside,92054,Supermarket,3920016.06210472,-13060931.0644201
Shell On Campo Rd,9932 Campo Rd,Spring Valley,91977,Convenience Store,3861926.57311026,-13022392.2567074
Aac Stores Inc 42102,9108 Campo Rd,Spring Valley,91977,Convenience Store,3862386.65425744,-13024487.2895242
Arco Am Pm,1625 Heritage Rd,San Diego,92154,Convenience Store,3838064.92873419,-13024023.0872476
Walmart 3947,875 E H ST,CHULA VISTA,91910,Super Store,3847328.31358808,-13027150.0517439
Dollar Tree 6005,4210 Bonita Rd,Bonita,91902,Other,3850310.57289077,-13028469.1877098
H & S Energy Products 2008,2191 Vista Way,Oceanside,92054,Convenience Store,3919653.204564,-13062229.0496827
Royal Sweets,110 S Mollison Ave,El Cajon,92020,Specialty Store,3868046.08904123,-13018951.371247
Pappys Market,601 N Cleveland St,Oceanside,92054,Convenience Store,3921684.97986117,-13067177.2010485
Grocery Outlet Of Chula Vista 263,1340 3rd Ave,Chula Vista,91911,Super Store,3842995.94433454,-13031805.4328489
7-Eleven Store 13665F,10505 San Diego Mission Rd,San Diego,92108,Convenience Store,3866723.62945846,-13036645.6043086
H & S Energy Products 2069,2432 Coronado Ave,San Diego,92154,Convenience Store,3839258.15640235,-13033273.7369325
Daniels Market,2098 Harrison Ave,San Diego,92113,Convenience Store,3855908.25759278,-13039721.3618392
Sky Liquor,3607 College Ave,San Diego,92115,Convenience Store,3861720.0983398,-13030928.2352615
Del Sol Market 1,4270 Del Sol Blvd,San Diego,92154,Convenience Store,3838838.86842172,-13029144.897019
Seafood City Supermarket,285 E Orange Ave,Chula Vista,91911,Supermarket,3842905.68974137,-13028788.6746484
Dollar Tree 6113,1230 E Mission Rd,San Marcos,92069,Other,3913497.65363225,-13038983.3136153
7- Eleven Store 27744d,4745 El Cajon Blvd,San Diego,92115,Convenience Store,3862955.69199616,-13034681.928491
Sprouts Farmers Market 430,8142 Mira Mesa Blvd,San Diego,92126,Supermarket,3883726.18381634,-13040873.5185689
7-eleven Store 21802d,12918 Campo Rd,Jamul,91935,Convenience Store,3859269.14838661,-13014184.6706513
La Bodeguita,4174 Beyer Blvd,San Ysidro,92173,Supermarket,3836824.40583191,-13029365.3096107
Gtm Discount General Stores,1315 3rd Ave,Chula Vista,91911,Other,3843136.01871167,-13031736.4147646
Liticker's Liquor,4955 Voltaire St,San Diego,92107,Convenience Store,3862384.13938073,-13051768.3571329
Rocket #0026 0026,3010 Market St,San Diego,92102,Convenience Store,3857096.27511666,-13038834.1454976
Goros Liquor,1162 E Washington Ave,Escondido,92025,Convenience Store,3912975.87569027,-13031970.1856953
Trader Joe's 224,5140 College Ave,San Diego,92115,Supermarket,3865065.56735229,-13032170.5607787
Thrifty Payless 6711,13460 Highlands Pl,San Diego,92130,Other,3890145.49144224,-13045571.2010804
Pilot Travel Center 343,1497 Piper Ranch Rd,San Diego,92154,Convenience Store,3838374.81556641,-13019231.8963638
Chevron 1978,2500 El Camino Real,Carlsbad,92008,Convenience Store,3919258.03788804,-13060749.6136501
Chevron 1943,540 La Costa Ave,Encinitas,92024,Convenience Store,3906472.02662921,-13057726.1762801
Chevron 1946,695 E Palomar St,Chula Vista,91911,Convenience Store,3844230.50597308,-13027106.6371425
Chevron 1893,12295 Scripps Poway Pkwy,Poway,92064,Convenience Store,3886659.97783961,-13031136.4027093
Chevron 1945,9936 Mercy Rd,San Diego,92129,Convenience Store,3886978.70509072,-13036971.7704166
Chevron 1855,11095 Carmel Mountain Rd,San Diego,92129,Convenience Store,3892302.31956042,-13034428.120052
Chevron 1815,1601 N Coast Hwy,Oceanside,92054,Convenience Store,3923132.47342355,-13067483.3296482
Chevron 1992,1145 Tavern Rd,Alpine,91901,Convenience Store,3874281.40754139,-12999965.8320922
Chevron 1922,7209 Broadway,Lemon Grove,91945,Convenience Store,3861172.82533452,-13029109.2747819
Mesa Market,2255 Mission Ave,Oceanside,92058,Convenience Store,3923009.66896194,-13064389.760999
7-Eleven 13623D,1305 Garnet Ave,San Diego,92109,Convenience Store,3868602.28943149,-13051771.6967176
Sunshine Summit Market And Gas corporatio,35230 Highway 79,Warner Springs,92086,Convenience Store,3942154.07286796,-12995427.3364526
J St. Liquor & Gas,701 Broadway,Chula Vista,91910,Convenience Store,3845480.7927796,-13034026.2566902
Arco Ampm 66570,600 Hacienda Dr,Vista,92081,Convenience Store,3920973.00674831,-13052667.8186185
7-eleven Store 20611d 20611D,9805 Prospect Ave,Santee,92071,Convenience Store,3872939.56744072,-13022522.5005117
Santee Market,11007 Woodside Ave,Santee,92071,Convenience Store,3874721.16905528,-13019753.9847756
Fast Fuel,4505 Clairemont Mesa Blvd,San Diego,92117,Convenience Store,3873302.039961,-13046009.7998741
Sand N Straw Community Farm,629 Mar Vista Dr,Vista,92081,Farmers and Markets,3919410.19741819,-13050631.7851319
Family Dollar 10886,1281 N Santa Fe Ave,Vista,92084,Other,3924146.09210103,-13051626.9813796
7-Eleven 20174T,6571 El Cajon Blvd,San Diego,92115,Convenience Store,3864432.75042251,-13030720.0678137
7-eleven Store 27524c 27524C,1177 N Escondido Blvd,Escondido,92026,Convenience Store,3913366.84137833,-13034675.2493216
Easy Moon Inc. 2,2901 National Ave,San Diego,92113,Grocery Store,3855012.03173264,-13039018.9358523
CVS 10508,4949 Santa Monica Ave,San Diego,92107,Other,3861776.61383105,-13052133.4850627
Ramona Grange Growers Exchange CFM0329,215 7th St,Ramona,92065,Farmers and Markets,3901304.64696388,-13009295.5186156
Dollar Tree 5854,4792 Clairemont Mesa Blvd,San Diego,92117,Other,3873367.22260781,-13045297.3551331
Multi-Site Management LLC #823 823,4201 W Point Loma Blvd,San Diego,92110,Convenience Store,3862530.53257065,-13049635.4756893
Multi-Site Management 822,2505 Morena Blvd,San Diego,92110,Convenience Store,3867280.29706083,-13047255.4649761
7 Eleven Store 38395A,1610 Broadway,Chula Vista,91911,Convenience Store,3842006.8814016,-13032898.5902485
Fair Valley Liquor,545 E Main St,El Cajon,92020,Convenience Store,3868110.71288053,-13019410.0075491
Grove Market,7977 Broadway,Lemon Grove,91945,Convenience Store,3861128.88577393,-13027369.3511408
Smr Chevron,9749 Campo Rd,Spring Valley,91977,Convenience Store,3861855.89480107,-13022793.0068743
Valley Farm Market,9040 Campo Rd,Spring Valley,91977,Super Store,3862370.90319638,-13024597.4958201
Grocery Outlet Of Lakeside 517,9720 Winter Gardens Blvd,Lakeside,92040,Supermarket,3876007.15841188,-13016720.5286515
Whispering Trees Market,88 Bonita Rd,Chula Vista,91910,Convenience Store,3848430.19569563,-13032407.6712941
7-eleven Store 19273B,7801 Clairemont Mesa Blvd,San Diego,92111,Convenience Store,3873112.98583123,-13041395.6069808
CVS Pharmacy CVS10819,1850 5th Ave,San Diego,92101,Other,3858839.62288917,-13042223.8239923
Julys Produce & Mini Mart,2359 Ulric St,San Diego,92111,Convenience Store,3866957.99867248,-13043227.9257992
Party Time Liquor 11,1059 Garnet Ave,San Diego,92109,Convenience Store,3868445.22637363,-13052262.615672
Big Rock Market 1,8011 Mission Gorge Rd,Santee,92071,Convenience Store,3873571.91436507,-13026826.1120257
Circle K 2709503,12849 Rancho Penasquitos Blvd,San Diego,92129,Convenience Store,3888689.47537442,-13036302.740277
Tortilleria Leon,1591 E Vista Way,Vista,92084,Grocery Store,3924912.01950876,-13049547.5332916
7-eleven Store 24085e,900 N Santa Fe Ave,Vista,92083,Convenience Store,3923476.01347652,-13051654.8112523
Speedway 3776,660 Via de la Valle,Solana Beach,92075,Convenience Store,3892573.56000304,-13052942.7777607
7-Eleven 43125H,12174 Carmel Mountain Rd,San Diego,92128,Convenience Store,3893355.73369977,-13032842.9305031
Store 6261,11815 Carmel Mountain Rd,San Diego,92128,Convenience Store,3892724.44353457,-13033035.5132222
Store 6403,601 N 2nd St,El Cajon,92021,Convenience Store,3869105.01124642,-13017225.9191397
Store 6269,9205 Twin Trails Dr,San Diego,92129,Convenience Store,3889597.42444669,-13038654.9211174
Store 6271,12010 Scripps Highlands Dr,San Diego,92131,Convenience Store,3886929.09819964,-13036378.4375307
Speedway 3786,1092 E Washington Ave,El Cajon,92020,Convenience Store,3867153.57474427,-13018248.9452601
Botani Familia Pizzaria,665 Jamacha Rd,El Cajon,92019,Restaurant Meals Program,3867214.08878387,-13016408.8340773
Highland Mobil,2945 Highland Ave,National City,91950,Convenience Store,3850202.14757251,-13034559.4770511
Store 6264,3890 Division St,San Diego,92113,Convenience Store,3853255.09730441,-13036626.6799952
Speedway 3780,4202 Clairemont Mesa Blvd,San Diego,92117,Convenience Store,3872940.09736316,-13046838.0168856
Store 6273,6125 Balboa Ave,San Diego,92111,Convenience Store,3871464.48837414,-13043945.9365148
Store 6402,7785 Clairemont Mesa Blvd,San Diego,92111,Convenience Store,3873120.00740891,-13041492.4549378
Speedway 4854,3255 University Ave,San Diego,92104,Convenience Store,3861965.48606808,-13038127.2667311
Somerville's Country Market,5113 5th St,Fallbrook,92028,Convenience Store,3950369.215364,-13041247.552058
Kings Liquor & Deli # 3,3021 Alta View Dr,San Diego,92139,Convenience Store,3852439.34849918,-13028574.9412261
THRIFTY PAYLESS INC 6750,28535 Cole Grade Rd,Valley Center,92082,Other,3925996.85908401,-13027035.3926684
King Liquor,320 E St,Chula Vista,91910,Convenience Store,3848203.86192114,-13033518.6398122
Store 6237,1145 Carlsbad Village Dr,Carlsbad,92008,Convenience Store,3917062.32037237,-13062382.67058
Store 6243,3480 Del Lago Blvd,Escondido,92029,Convenience Store,3904623.2922753,-13032291.8990237
Store 6249,2110 Mission Rd,Escondido,92029,Convenience Store,3912670.53009633,-13038068.267401
Franks Liquor Inc,1610 Palm Ave,San Diego,92154,Convenience Store,3840212.11166786,-13035415.5239353
Sprouts Farmers Market 417,3015 Clairemont Dr,San Diego,92117,Supermarket,3868126.86889577,-13045926.310256
7 Eleven 19883D,16703 Bernardo Center Dr,San Diego,92128,Convenience Store,3897580.16208335,-13032732.7242072
Coastal Roots Farm Stand,441 Saxony Rd,Encinitas,92024,Farmers and Markets,3902731.28604136,-13056156.5714599
7 Eleven 26910,1995 El Cajon Blvd,San Diego,92104,Convenience Store,3862801.08679458,-13040452.7308937
H Mart Balboa Llc,7725 Balboa Ave,San Diego,92111,Super Store,3871654.97314404,-13041994.5058412
7-eleven Store 35538a,1539 Highland Ave,National City,91950,Convenience Store,3851780.49523854,-13035071.5467088
Denny's #7287,140 Town Center Pkwy,Santee,92071,Restaurant Meals Program,3874269.35043713,-13023160.3611939
JACK IN THE BOX INC #3069,4075 University Ave,San Diego,92105,Restaurant Meals Program,3862094.79977899,-13036337.2493191
Target 2871,443 College Blvd,Oceanside,92057,Super Store,3928316.58857752,-13057030.4294627
Sycuan Market Co-op ,4915 Dehesa Rd,El Cajon,92019,Convenience Store,3866928.73536894,-13007193.8066294
Mi Pueblo Sunny Market,449 Broadway,Chula Vista,91910,Convenience Store,3846693.00987333,-13034363.5547473
SUBWAY 46836,6348 College Grove Way,San Diego,92115,Restaurant Meals Program,3860592.2275442,-13030606.5219331
Crafted Selections,202 S Rancho Santa Fe Rd,San Marcos,92078,Convenience Store,3914692.04797632,-13046750.0744879
Simons One Dollar Store And Up,989 Broadway,El Cajon,92021,Other,3869803.24217085,-13018646.3558422
Jamul Trading Post,17608 Lyons Valley Rd,Jamul,91935,Convenience Store,3857775.00695179,-12998859.3163537
SUBWAY 2019,3886 Fourth Ave,San Diego,92103,Restaurant Meals Program,3861908.96967154,-13042418.6331012
Crest Balboa Liquor,6139 Balboa Ave,San Diego,92111,Convenience Store,3871465.01823014,-13043881.3712102
La Favorita Market 6,245 W El Norte Pkwy,Escondido,92026,Grocery Store,3913821.63297762,-13034705.3055841
La Bodega Market,110 E Olive Dr,San Ysidro,92173,Super Store,3836130.6308061,-13029142.6706291
7-Eleven 27659,3185 Midway Dr,San Diego,92110,Convenience Store,3862152.37594079,-13047664.0075073
Carl's Jr. #118,3722 Kenora Dr,Spring Valley,91977,Restaurant Meals Program,3861762.98126388,-13023136.9841008
7 Eleven 13597D,522 W 9th Ave,Escondido,92025,Convenience Store,3910110.03580049,-13033555.3752442
Sprouts Farmers Market 416,2634 Gateway Rd,Carlsbad,92009,Supermarket,3912291.28524322,-13052770.23255
Mollison Gas & Mini Mart 42630,593 N Mollison Ave,El Cajon,92021,Convenience Store,3869112.03043319,-13018919.0885947
Summit Pizza LLC Pizza Hut #027202,1255 Avocado Ave,El Cajon,92020,Restaurant Meals Program,3865917.5408926,-13019539.1381584
