SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,USA_WIND,USA_PRES,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,STORM_SPEED,STORM_DIR
2021236N12296,2021,65,NA,NA,IDA,8/30/2021 15:00,TS,31.8574,-90.6948,37,995,PROVISIONAL,0,0,P_____________, ,AL092021,31.8574,-90.6948, ,TS,37,995,0, ,7,20
2021236N12296,2021,65,NA,NA,IDA,8/30/2021 18:00,TS,32.2,-90.5,35,997,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,32.2,-90.5, ,TS,35,997,0, ,8,29
2021236N12296,2021,65,NA,NA,IDA,8/30/2021 21:00,TS,32.5926,-90.2152,32,997,PROVISIONAL,0,0,P_____________, ,AL092021,32.5926,-90.2152, ,TS,32,997,-1, ,9,32
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 0:00,TS,33,-89.9,30,998,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,33,-89.9, ,TD,30,998,-1, ,9,29
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 3:00,TS,33.3996,-89.6791,27,998,PROVISIONAL,0,0,P_____________, ,AL092021,33.3996,-89.6791, ,TD,27,998,-1, ,9,28
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 6:00,TS,33.8,-89.4,25,998,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,33.8,-89.4, ,TD,25,998,-1, ,10,36
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 9:00,TS,34.2224,-88.9602,25,997,PROVISIONAL,0,0,P_____________, ,AL092021,34.2224,-88.9602, ,TD,25,997,-1, ,12,46
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 12:00,TS,34.6,-88.4,25,996,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,34.6,-88.4, ,TD,25,996,-1, ,12,57
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 15:00,TS,34.8571,-87.7937,22,997,PROVISIONAL,0,0,P_____________, ,AL092021,34.8571,-87.7937, ,TD,22,997,-1, ,12,65
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 18:00,NR,35.1,-87.1,20,999,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,35.1,-87.1, ,DB,20,999,-3, ,13,65
2021236N12296,2021,65,NA,NA,IDA,8/31/2021 21:00,NR,35.4194,-86.3441,22,999,PROVISIONAL,0,0,P_____________, ,AL092021,35.4194,-86.3441, ,DB,22,999,-3, ,15,62
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 0:00,TS,35.8,-85.5,25,1000,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,35.8,-85.5, ,TD,25,1000,-1, ,16,60
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 3:00,TS,36.2269,-84.5866,25,1000,PROVISIONAL,0,0,P_____________, ,AL092021,36.2269,-84.5866, ,TD,25,1000,-1, ,18,60
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 6:00,TS,36.7,-83.6,25,1000,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,36.7,-83.6, ,TD,25,1000,-1, ,18,59
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 9:00,TS,37.152,-82.6426,25,1000,PROVISIONAL,0,0,P_____________, ,AL092021,37.152,-82.6426, ,TD,25,1000,-1, ,19,59
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 12:00,ET,37.7,-81.5,25,1000,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,37.7,-81.5, ,EX,25,1000,-4, ,25,58
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 15:00,ET,38.4823,-79.9513,27,999,PROVISIONAL,0,0,P_____________, ,AL092021,38.4823,-79.9513, ,EX,27,999,-4, ,29,59
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 18:00,ET,39.2,-78.3,30,999,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,39.2,-78.3, ,EX,30,999,-4, ,26,66
2021236N12296,2021,65,NA,NA,IDA,9/1/2021 21:00,ET,39.5492,-76.9132,32,998,PROVISIONAL,0,0,P_____________, ,AL092021,39.5492,-76.9132, ,EX,32,998,-4, ,22,74
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 0:00,ET,39.8,-75.6,35,998,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL092021,39.8,-75.6, ,EX,35,998,-4, ,21,73
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 3:00,ET,40.1619,-74.2293,35,998,PROVISIONAL,0,0,P_____________, ,AL092021,40.1619,-74.2293, ,EX,35,998,-4, ,23,70
2021236N12296,2021,65,NA,NA,IDA,9/2/2021 6:00,ET,40.6,-72.8,35,998,PROVISIONAL,22, ,O_____________,nhc_working_bt,AL092021,40.6,-72.8, ,EX,35,998,-4, ,23,68
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 0:00,NR,8.2,-11.5,15,1009,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL122021,8.2,-11.5, ,DB,15,1009,-3, ,12,270
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 3:00,NR,8.20268,-12.1,17,1009,PROVISIONAL,0,0,P_____________, ,AL122021,8.20268,-12.1, ,DB,17,1009,-3, ,12,270
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 6:00,NR,8.2,-12.7,20,1009,PROVISIONAL,0,0,O_____________,nhc_working_bt,AL122021,8.2,-12.7, ,DB,20,1009,-3, ,12,270
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 9:00,NR,8.19241,-13.3,20,1009,PROVISIONAL,11,11,P_____________, ,AL122021,8.19241,-13.3, ,DB,20,1009,-3, ,12,270
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 12:00,DS,8.2,-13.9,20,1009,PROVISIONAL,69,69,O_____________,nhc_working_bt,AL122021,8.2,-13.9, ,LO,20,1009,-3, ,12,272
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 15:00,DS,8.22741,-14.5001,22,1008,PROVISIONAL,134,134,P_____________, ,AL122021,8.22741,-14.5001, ,LO,22,1008,-3, ,12,275
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 18:00,DS,8.3,-15.1,25,1008,PROVISIONAL,198,198,O_____________,nhc_working_bt,AL122021,8.3,-15.1, ,LO,25,1008,-3, ,12,277
2021242N08349,2021,66,NA,NA,LARRY,8/30/2021 21:00,DS,8.38242,-15.7002,25,1007,PROVISIONAL,240,240,P_____________, ,AL122021,8.38242,-15.7002, ,LO,25,1007,-3, ,12,284
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 0:00,DS,8.6,-16.3,25,1007,PROVISIONAL,266,266,O_____________,nhc_working_bt,AL122021,8.6,-16.3, ,LO,25,1007,-3, ,13,300
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 3:00,DS,9.05479,-16.8775,27,1006,PROVISIONAL,282,281,P_____________, ,AL122021,9.05479,-16.8775, ,LO,27,1006,-3, ,16,310
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 6:00,DS,9.6,-17.5,30,1006,PROVISIONAL,286,282,O_____________,nhc_working_bt,AL122021,9.6,-17.5, ,LO,30,1006,-3, ,17,308
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 9:00,DS,10.0724,-18.2201,30,1006,PROVISIONAL,297,297,P_____________, ,AL122021,10.0724,-18.2201, ,LO,30,1006,-3, ,17,301
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 12:00,DS,10.5,-19,30,1006,PROVISIONAL,320,320,O_____________,nhc_working_bt,AL122021,10.5,-19, ,LO,30,1006,-3, ,17,297
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 15:00,DS,10.8647,-19.7704,30,1006,PROVISIONAL,367,367,P_____________, ,AL122021,10.8647,-19.7704, ,LO,30,1006,-3, ,16,293
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 18:00,TS,11.12,-20.52,30,1006,PROVISIONAL,428,428,O_____________,nhc_working_bt,AL122021,11.2,-20.6, ,TD,30,1006,-1, ,18,292
2021242N08349,2021,66,NA,NA,LARRY,8/31/2021 21:00,TS,11.5287,-21.4561,32,1005,PROVISIONAL,521,519,P_____________, ,AL122021,11.5798,-21.5199, ,TD,32,1005,-1, ,20,293
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 0:00,TS,11.9,-22.4,35,1005,PROVISIONAL,611,611,O_____________,nhc_working_bt,AL122021,11.9,-22.5, ,TS,35,1005,0, ,19,287
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 3:00,TS,12.0794,-23.2782,37,1004,PROVISIONAL,691,691,P_____________, ,AL122021,12.0872,-23.4928, ,TS,37,1004,0, ,18,278
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 6:00,TS,12.159,-24.2315,40,1003,PROVISIONAL,777,777,O_____________,nhc_working_bt,AL122021,12.2,-24.5, ,TS,40,1003,0, ,21,274
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 9:00,TS,12.2351,-25.3724,42,1002,PROVISIONAL,899,899,P_____________, ,AL122021,12.3147,-25.5076, ,TS,42,1002,0, ,22,274
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 12:00,TS,12.3011,-26.5023,45,1001,PROVISIONAL,1009,1009,O_____________,nhc_working_bt,AL122021,12.4,-26.5, ,TS,45,1001,0,50,21,273
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 15:00,TS,12.3592,-27.4661,50,997,PROVISIONAL,1111,1111,P_____________, ,AL122021,12.4498,-27.4802, ,TS,50,997,0,55,18,274
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 18:00,TS,12.431,-28.3574,55,994,PROVISIONAL,1206,1206,O_____________,nhc_working_bt,AL122021,12.5,-28.4, ,TS,55,994,0,60,17,275
2021242N08349,2021,66,NA,NA,LARRY,9/1/2021 21:00,TS,12.5252,-29.2367,57,992,PROVISIONAL,1288,1288,P_____________, ,AL122021,12.5845,-29.2226, ,TS,57,992,0,60,17,277
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 0:00,TS,12.6444,-30.0556,60,991,PROVISIONAL,1382,1379,O_____________,nhc_working_bt,AL122021,12.7,-30, ,TS,60,991,0,60,15,280
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 3:00,TS,12.7882,-30.7602,62,989,PROVISIONAL,1452,1452,P_____________, ,AL122021,12.8422,-30.7925, ,TS,62,989,0,65,14,282
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 6:00,TS,12.95,-31.5,65,987,PROVISIONAL,1523,1523,O_____________,nhc_working_bt,AL122021,13,-31.6, ,HU,65,987,1,70,16,282
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 9:00,TS,13.1288,-32.4062,67,986,PROVISIONAL,1618,1618,P_____________, ,AL122021,13.1498,-32.4426, ,HU,67,986,1,85,18,281
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 12:00,TS,13.3,-33.35,70,985,PROVISIONAL,1712,1712,O_____________,nhc_working_bt,AL122021,13.3,-33.3, ,HU,70,985,1,100,18,280
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 15:00,TS,13.4247,-34.219,70,985,PROVISIONAL,1807,1807,P_____________, ,AL122021,13.4497,-34.1501, ,HU,70,985,1,100,17,279
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 18:00,TS,13.55,-35.05,70,985,PROVISIONAL,1891,1891,O_____________,nhc_working_bt,AL122021,13.6,-35, ,HU,70,985,1,100,16,280
2021242N08349,2021,66,NA,NA,LARRY,9/2/2021 21:00,TS,13.7171,-35.8538,72,985,PROVISIONAL,1908,1906,P_____________, ,AL122021,13.7572,-35.85, ,HU,72,985,1,100,16,283
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 0:00,TS,13.9,-36.65,75,985,PROVISIONAL,1915,1878,O_____________,nhc_working_bt,AL122021,13.9,-36.7, ,HU,75,985,1,100,16,283
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 3:00,TS,14.0822,-37.4676,77,983,PROVISIONAL,1870,1806,P_____________, ,AL122021,13.9998,-37.5577, ,HU,77,983,1,115,16,282
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 6:00,TS,14.25,-38.3,80,982,PROVISIONAL,1813,1751,O_____________,nhc_working_bt,AL122021,14.1,-38.4, ,HU,80,982,1,130,17,280
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 9:00,TS,14.3824,-39.1651,80,981,PROVISIONAL,1743,1685,P_____________, ,AL122021,14.2423,-39.2225, ,HU,80,981,1,130,17,279
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 12:00,TS,14.5,-40,80,981,PROVISIONAL,1685,1637,O_____________,nhc_working_bt,AL122021,14.4,-40, ,HU,80,981,1,130,16,278
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 15:00,TS,14.6097,-40.7589,82,979,PROVISIONAL,1629,1591,P_____________, ,AL122021,14.5347,-40.7227, ,HU,82,979,1,130,14,280
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 18:00,TS,14.75,-41.45,85,978,PROVISIONAL,1599,1557,O_____________,nhc_working_bt,AL122021,14.7,-41.4, ,HU,85,978,2,130,13,284
2021242N08349,2021,66,NA,NA,LARRY,9/3/2021 21:00,TS,14.9409,-42.0865,92,971,PROVISIONAL,1557,1539,P_____________, ,AL122021,14.9273,-42.0576, ,HU,92,971,2,130,13,290
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 0:00,TS,15.2,-42.7,100,965,PROVISIONAL,1541,1526,O_____________,nhc_working_bt,AL122021,15.2,-42.7, ,HU,100,965,3,130,14,296
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 3:00,TS,15.5424,-43.3499,102,963,PROVISIONAL,1529,1520,P_____________, ,AL122021,15.4923,-43.3501, ,HU,102,963,3,130,14,299
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 6:00,TS,15.9,-44,105,962,PROVISIONAL,1522,1507,O_____________,nhc_working_bt,AL122021,15.8,-44, ,HU,105,962,3,130,14,297
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 9:00,TS,16.1823,-44.6291,107,960,PROVISIONAL,1510,1491,P_____________, ,AL122021,16.0999,-44.6577, ,HU,107,960,3,130,13,295
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 12:00,TS,16.45,-45.25,110,958,PROVISIONAL,1501,1480,O_____________,nhc_working_bt,AL122021,16.4,-45.3, ,HU,110,958,3,130,13,295
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 15:00,TS,16.7425,-45.8938,110,958,PROVISIONAL,1480,1479,P_____________, ,AL122021,16.6924,-45.9227, ,HU,110,958,3,135,13,297
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 18:00,TS,17.05,-46.5,110,958,PROVISIONAL,1489,1479,O_____________,nhc_working_bt,AL122021,17,-46.5, ,HU,110,958,3,140,13,300
2021242N08349,2021,66,NA,NA,LARRY,9/4/2021 21:00,TS,17.3714,-47.0247,107,958,PROVISIONAL,1494,1490,P_____________, ,AL122021,17.3402,-47.0171, ,HU,107,958,3,140,12,304
2021242N08349,2021,66,NA,NA,LARRY,9/5/2021 0:00,TS,17.7,-47.5,105,958,PROVISIONAL,1503, ,O_____________,nhc_working_bt,AL122021,17.7,-47.5, ,HU,105,958,3,140,11,306
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 0:00,NR,26.9,159.7,29,1005,PROVISIONAL,2030,1985,O_____________,tcvitals,WP172021,26.9,159.7, , ,29,1005,-1, ,8,305
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 3:00,NR,27.1298,159.329, , ,PROVISIONAL,1985,1956,P_____________, ,WP172021,27.2514,159.455, , , , ,-1, ,7,308
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 6:00,NR,27.3513,159.055, , ,PROVISIONAL,1950,1933,O_____________,tcvitals,WP172021,27.6026,159.21, , , , ,-1, ,5,311
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 9:00,NR,27.4526,158.915, , ,PROVISIONAL,1927,1921,P_____________, ,WP172021,27.9536,158.963, , , , ,-1, ,4,331
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 12:00,NR,27.6607,158.863, , ,PROVISIONAL,1915,1861,O_____________,tcvitals,WP172021,28.3037,158.713, , , , ,-1, ,8,340
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 15:00,NR,28.2278,158.589, , ,PROVISIONAL,1861,1782,P_____________, ,WP172021,28.6519,158.457, , , , ,-1, ,15,336
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 18:00,NR,29,158.2,29,1002,PROVISIONAL,1782,1735,O_____________,tcvightals,WP172021,29,158.2, , ,29,1002,-1, ,13,332
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/2/2021 21:00,NR,29.395,157.89,29,1002,PROVISIONAL,1735,1702,P_____________, ,WP172021,29.3348,157.904, , ,29,1002,-1, ,8,328
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 0:00,NR,29.7,157.7,29,1003,PROVISIONAL,1702,1682,O_____________,tcvightals,WP172021,29.7,157.7, , ,29,1003,-1, ,8,346
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 3:00,NR,30.1348,157.675,29,1002,PROVISIONAL,1682,1667,P_____________, ,WP172021,30.1348,157.675, , ,29,1002,-1, ,9,5
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 6:00,NR,30.6,157.8,29,1002,PROVISIONAL,1667,1658,O_____________,tcvightals,WP172021,30.6,157.8, , ,29,1002,-1, ,9,16
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 9:00,NR,31.012,157.961,29,1001,PROVISIONAL,1666,1658,P_____________, ,WP172021,31.012,157.961, , ,29,1001,-1, ,10,25
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 12:00,NR,31.5,158.3,29,1001,PROVISIONAL,1672,1672,O_____________,tcvightals,WP172021,31.5,158.3, , ,29,1001,-1, ,14,34
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 15:00,NR,32.1512,158.877,27,1002,PROVISIONAL,1687,1646,P_____________, ,WP172021,32.1512,158.877, , ,27,1002,-1, ,18,38
2021245N27160,2021,67,WP,MM,NOT_NAMED,9/3/2021 18:00,NR,32.9,159.6,25,1004,PROVISIONAL,1646, ,O_____________,tcvightals,WP172021,32.9,159.6, , ,25,1004,-1, ,19,39
