Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind(WMO),Pres(WMO),Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
2016005N02187,2016,01, EP, CP,PALI,2016-01-15 00:00:00, NR,  1.70,-173.20, 25.0, 1005.0,atcf,   5.031,  32.311,main
2016005N02187,2016,01, EP, CP,PALI,2016-01-15 06:00:00, NR,  1.20,-173.30, 20.0, 1005.0,atcf,   0.874,  32.311,main
2016005N02187,2016,01, EP, CP,PALI,2016-01-15 12:00:00, NR,  1.00,-173.70, 20.0, 1005.0,atcf,   0.874,  32.311,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-07 00:00:00, ET, 26.60, -75.30, 40.0, 1010.0,atcf,  42.727,   5.681,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-07 06:00:00, ET, 27.60, -74.70, 45.0, 1003.0,atcf,  50.436,  42.121,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-07 12:00:00, ET, 28.70, -73.80, 50.0,  997.0,atcf,  58.682,  59.766,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-07 18:00:00, ET, 30.00, -72.50, 55.0,  987.0,atcf,  64.412,  75.141,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-08 00:00:00, ET, 31.40, -70.60, 55.0,  986.0,atcf,  64.412,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-08 06:00:00, ET, 32.40, -68.80, 55.0,  986.0,atcf,  64.412,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-08 12:00:00, ET, 33.00, -67.10, 45.0,  991.0,atcf,  50.436,  70.415,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-08 18:00:00, ET, 33.50, -65.00, 45.0,  991.0,atcf,  50.436,  70.415,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-09 00:00:00, ET, 34.00, -62.90, 45.0,  991.0,atcf,  50.436,  70.415,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-09 06:00:00, ET, 34.50, -60.50, 50.0,  991.0,atcf,  58.682,  70.415,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-09 12:00:00, ET, 35.00, -58.30, 55.0,  989.0,atcf,  64.412,  73.154,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-09 18:00:00, ET, 35.10, -56.10, 60.0,  985.0,atcf,  69.835,  77.843,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-10 00:00:00, ET, 34.40, -54.20, 65.0,  981.0,atcf,  74.042,  81.437,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-10 06:00:00, ET, 33.70, -52.70, 65.0,  981.0,atcf,  74.042,  81.437,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-10 12:00:00, ET, 32.90, -51.20, 65.0,  979.0,atcf,  74.042,  83.380,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-10 18:00:00, ET, 32.10, -49.10, 60.0,  980.0,atcf,  69.835,  82.079,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-11 00:00:00, ET, 31.60, -46.50, 55.0,  980.0,atcf,  64.412,  82.079,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-11 06:00:00, ET, 31.60, -44.60, 55.0,  980.0,atcf,  64.412,  82.079,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-11 12:00:00, ET, 31.30, -43.40, 55.0,  980.0,atcf,  64.412,  82.079,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-11 18:00:00, ET, 30.00, -42.50, 50.0,  982.0,atcf,  58.682,  80.705,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-12 00:00:00, ET, 28.40, -41.70, 50.0,  985.0,atcf,  58.682,  77.843,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-12 06:00:00, ET, 26.30, -40.20, 50.0,  988.0,atcf,  58.682,  74.059,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-12 12:00:00, ET, 25.00, -38.00, 50.0,  988.0,atcf,  58.682,  74.059,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-12 18:00:00, SS, 25.10, -35.90, 50.0,  988.0,atcf,  58.682,  74.059,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-13 00:00:00, SS, 25.40, -34.70, 50.0,  988.0,atcf,  58.682,  74.059,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-13 06:00:00, SS, 25.60, -33.60, 45.0,  989.0,atcf,  50.436,  73.154,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-13 12:00:00, SS, 26.00, -32.50, 45.0,  989.0,atcf,  50.436,  73.154,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-13 18:00:00, SS, 26.70, -31.40, 45.0,  990.0,atcf,  50.436,  71.294,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-14 00:00:00, SS, 27.90, -30.40, 55.0,  988.0,atcf,  64.412,  74.059,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-14 06:00:00, TS, 29.30, -29.60, 65.0,  985.0,atcf,  74.042,  77.843,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-14 12:00:00, TS, 30.80, -28.70, 75.0,  981.0,atcf,  82.043,  81.437,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-14 18:00:00, TS, 32.50, -28.00, 75.0,  981.0,atcf,  82.043,  81.437,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-15 00:00:00, TS, 33.90, -27.60, 70.0,  984.0,atcf,  78.944,  78.971,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-15 06:00:00, TS, 35.40, -27.20, 65.0,  986.0,atcf,  74.042,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-15 12:00:00, TS, 38.00, -27.00, 55.0,  986.0,atcf,  64.412,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-15 13:15:00, TS, 38.70, -27.10, 55.0,  986.0,atcf,  64.412,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-15 18:00:00, ET, 41.50, -27.70, 55.0,  986.0,atcf,  64.412,  77.087,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-16 00:00:00, ET, 45.10, -28.90, 55.0,  984.0,atcf,  64.412,  78.971,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-16 06:00:00, ET, 48.90, -30.20, 55.0,  982.0,atcf,  64.412,  80.705,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-16 12:00:00, ET, 53.00, -32.00, 55.0,  980.0,atcf,  64.412,  82.079,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-16 18:00:00, ET, 56.00, -37.00, 55.0,  979.0,atcf,  64.412,  83.380,main
2016007N27285,2016,01, NA, NA,ALEX,2016-01-17 00:00:00, ET, 57.00, -42.00, 70.0,  978.0,atcf,  78.944,  84.226,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-14 06:00:00, NR,-13.50,-164.40, 25.0,  999.0,nadi,   8.805,  14.637,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-14 18:00:00, NR,-13.80,-164.60, 30.0,  996.0,nadi,  17.816,  27.849,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-15 06:00:00, NR,-14.10,-165.90, 35.0,  995.0,nadi,  29.410,  29.749,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-15 12:00:00, NR,-14.40,-166.20, 50.0,  985.0,nadi,  54.447,  55.223,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-16 06:00:00, NR,-14.80,-166.40, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-16 12:00:00, NR,-15.20,-166.50, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-16 21:00:00, NR,-15.60,-166.70, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-17 06:00:00, NR,-16.10,-166.60, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-17 12:00:00, NR,-16.60,-166.50, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-17 15:00:00, NR,-17.10,-166.40, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-18 00:00:00, NR,-18.20,-166.30, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-18 03:00:00, NR,-18.70,-166.10, 65.0,  972.0,nadi,  73.643,  74.469,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-18 06:00:00, NR,-19.10,-166.10, 65.0,  973.0,nadi,  73.643,  74.162,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-18 12:00:00, NR,-19.80,-166.10, 75.0,  965.0,nadi,  81.303,  79.665,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-18 18:00:00, NR,-20.20,-166.30, 80.0,  960.0,nadi,  83.886,  83.212,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 00:00:00, NR,-20.70,-166.70, 80.0,  960.0,nadi,  83.886,  83.212,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 03:00:00, NR,-20.90,-166.90, 80.0,  958.0,nadi,  83.886,  86.313,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 09:00:00, NR,-21.10,-167.20, 75.0,  960.0,nadi,  81.303,  83.212,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 12:00:00, NR,-21.10,-167.50, 75.0,  965.0,nadi,  81.303,  79.665,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 15:00:00, NR,-21.30,-167.70, 75.0,  961.0,nadi,  81.303,  83.101,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 18:00:00, NR,-21.30,-167.90, 70.0,  960.0,nadi,  78.309,  83.212,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-19 21:00:00, NR,-21.40,-168.10, 70.0,  963.0,nadi,  78.309,  82.793,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 00:00:00, NR,-21.50,-168.40, 70.0,  970.0,nadi,  78.309,  74.944,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 06:00:00, NR,-21.60,-168.80, 65.0,  970.0,nadi,  73.643,  74.944,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 12:00:00, NR,-21.50,-169.00, 65.0,  975.0,nadi,  73.643,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 15:00:00, NR,-21.50,-169.30, 65.0,  973.0,nadi,  73.643,  74.162,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 18:00:00, NR,-21.50,-169.50, 65.0,  970.0,nadi,  73.643,  74.944,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-20 21:00:00, NR,-21.60,-169.80, 65.0,  974.0,nadi,  73.643,  73.966,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 00:00:00, NR,-21.70,-170.00, 65.0,  970.0,nadi,  73.643,  74.944,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 03:00:00, NR,-21.90,-170.30, 65.0,  972.0,nadi,  73.643,  74.469,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 06:00:00, NR,-22.00,-170.80, 65.0,  970.0,nadi,  73.643,  74.944,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 12:00:00, NR,-22.00,-171.50, 60.0,  975.0,nadi,  68.301,  68.575,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 15:00:00, NR,-22.00,-172.00, 60.0,  978.0,nadi,  68.301,  67.235,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-21 18:00:00, NR,-22.10,-172.60, 55.0,  978.0,nadi,  63.399,  67.235,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-22 00:00:00, NR,-22.10,-173.60, 50.0,  980.0,nadi,  54.447,  63.017,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-22 06:00:00, NR,-22.00,-174.40, 35.0,  995.0,nadi,  29.410,  29.749,main
2016014S13195,2016,06, SP, MM,VICTOR,2016-01-22 12:00:00, NR,-22.30,-175.30, 30.0,  997.0,nadi,  17.816,  21.927,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-19 18:00:00, TS,-13.50,  78.40, 25.0, 1002.0,reunion,  15.982,  17.851,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-20 00:00:00, TS,-14.00,  78.30, 25.0, 1002.0,reunion,  15.982,  17.851,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-20 06:00:00, TS,-14.50,  77.80, 27.0, 1001.0,reunion,  27.010,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-20 12:00:00, TS,-14.80,  77.00, 28.0, 1000.0,reunion,  29.048,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-20 18:00:00, TS,-15.00,  76.30, 30.0,  999.0,reunion,  34.099,  33.630,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-21 00:00:00, TS,-14.90,  75.60, 35.0,  995.0,reunion,  43.016,  47.424,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-21 06:00:00, TS,-15.00,  74.80, 43.0,  990.0,reunion,  63.424,  61.314,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-21 12:00:00, TS,-15.90,  74.10, 45.0,  988.0,reunion,  67.127,  64.291,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-21 18:00:00, TS,-16.60,  73.70, 47.0,  987.0,reunion,  71.204,  66.283,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-22 00:00:00, TS,-17.60,  73.20, 48.0,  986.0,reunion,  71.658,  67.767,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-22 06:00:00, TS,-18.60,  72.30, 50.0,  985.0,reunion,  71.991,  68.180,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-22 12:00:00, TS,-19.80,  71.90, 53.0,  982.0,reunion,  78.147,  74.958,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-22 18:00:00, TS,-20.60,  71.80, 57.0,  978.0,reunion,  80.981,  77.617,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-23 00:00:00, TS,-21.60,  71.90, 60.0,  975.0,reunion,  81.606,  81.308,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-23 06:00:00, TS,-22.80,  72.10, 60.0,  975.0,reunion,  81.606,  81.308,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-23 12:00:00, TS,-23.80,  72.60, 57.0,  978.0,reunion,  80.981,  77.617,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-23 18:00:00, TS,-24.70,  73.20, 53.0,  982.0,reunion,  78.147,  74.958,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-24 00:00:00, TS,-25.60,  74.00, 50.0,  985.0,reunion,  71.991,  68.180,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-24 06:00:00, TS,-26.40,  74.90, 47.0,  987.0,reunion,  71.204,  66.283,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-24 12:00:00, TS,-27.00,  75.80, 45.0,  988.0,reunion,  67.127,  64.291,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-24 18:00:00, ET,-27.30,  76.50, 45.0,  988.0,reunion,  67.127,  64.291,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-25 00:00:00, ET,-27.30,  77.20, 43.0,  990.0,reunion,  63.424,  61.314,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-25 06:00:00, ET,-27.40,  78.30, 42.0,  991.0,reunion,  62.888,  56.743,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-25 12:00:00, ET,-27.40,  79.10, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-25 18:00:00, ET,-26.00,  79.20, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-26 00:00:00, ET,-26.50,  80.00, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-26 06:00:00, ET,-26.80,  79.50, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-26 12:00:00, ET,-27.00,  79.00, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-26 18:00:00, ET,-26.90,  77.90, 40.0,  992.0,reunion,  58.121,  53.480,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-27 00:00:00, ET,-27.70,  76.90, 40.0,  991.0,reunion,  58.121,  56.743,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-27 06:00:00, ET,-27.70,  76.00, 40.0,  991.0,reunion,  58.121,  56.743,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-27 12:00:00, ET,-27.40,  76.30, 40.0,  991.0,reunion,  58.121,  56.743,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-27 18:00:00, ET,-27.80,  76.70, 40.0,  991.0,reunion,  58.121,  56.743,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-28 00:00:00, ET,-28.40,  76.70, 37.0,  993.0,reunion,  56.026,  52.472,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-28 06:00:00, ET,-28.80,  76.50, 35.0,  995.0,reunion,  43.016,  47.424,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-28 12:00:00, TS,-28.70,  76.50, 32.0,  997.0,reunion,  41.416,  39.463,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-28 18:00:00, TS,-28.40,  76.80, 28.0, 1000.0,reunion,  29.048,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-29 00:00:00, TS,-28.20,  76.80, 30.0, 1000.0,reunion,  34.099,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-29 06:00:00, TS,-28.10,  76.70, 30.0, 1000.0,reunion,  34.099,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-29 12:00:00, TS,-28.00,  76.50, 30.0, 1000.0,reunion,  34.099,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-29 18:00:00, TS,-28.50,  76.30, 30.0, 1001.0,reunion,  34.099,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-30 00:00:00, TS,-29.70,  76.20, 30.0, 1001.0,reunion,  34.099,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-30 06:00:00, TS,-30.90,  76.10, 32.0, 1001.0,reunion,  41.416,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-30 12:00:00, TS,-31.20,  75.90, 35.0, 1000.0,reunion,  43.016,  24.256,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-30 18:00:00, TS,-30.30,  75.10, 35.0, 1001.0,reunion,  43.016,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-31 00:00:00, TS,-30.10,  74.40, 33.0, 1001.0,reunion,  41.887,  22.541,main
2016020S14078,2016,03, SI, MM,CORENTIN,2016-01-31 06:00:00, TS,-30.30,  73.90, 30.0, 1002.0,reunion,  34.099,  17.851,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-27 00:00:00, NR,-13.00, 118.50, 20.0, 1005.0,bom,   1.772,   2.686,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-27 06:00:00, NR,-13.30, 118.50, 20.0, 1005.0,bom,   1.772,   2.686,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-27 10:04:00, NR,-13.80, 118.40, -1.0,   -1.0,bom,-100.000,-100.000,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-27 12:00:00, NR,-14.00, 118.40, 20.0, 1005.0,bom,   1.772,   2.686,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-27 18:00:00, NR,-14.51, 118.42, 25.0, 1003.0,bom,   8.811,   7.732,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 00:00:00, NR,-15.40, 118.20, 25.0, 1003.0,bom,   8.811,   7.732,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 05:07:00, NR,-16.30, 117.60, -1.0,   -1.0,bom,-100.000,-100.000,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 06:00:00, NR,-16.33, 117.62, 25.0, 1000.0,bom,   8.811,  16.678,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 12:00:00, NR,-16.54, 117.78, 25.0,  998.0,bom,   8.811,  25.937,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 16:34:00, NR,-16.70, 117.90, -1.0,   -1.0,bom,-100.000,-100.000,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-28 18:00:00, NR,-16.80, 117.92, 30.0,  998.0,bom,  25.808,  25.937,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 00:00:00, NR,-17.21, 118.03, 30.0,  996.0,bom,  25.808,  34.220,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 04:13:00, NR,-17.50, 118.10, -1.0,   -1.0,bom,-100.000,-100.000,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 06:00:00, NR,-17.55, 118.13, 35.0,  990.0,bom,  38.771,  52.321,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 12:00:00, NR,-17.74, 118.22, 40.0,  990.0,bom,  47.251,  52.321,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 17:19:00, NR,-17.90, 118.30, -1.0,   -1.0,bom,-100.000,-100.000,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-29 18:00:00, NR,-17.91, 118.33, 45.0,  987.0,bom,  55.849,  61.616,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-30 00:00:00, NR,-18.00, 118.60, 50.0,  984.0,bom,  60.653,  67.576,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-30 06:00:00, NR,-18.70, 118.90, 55.0,  980.0,bom,  69.702,  71.188,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-30 12:00:00, NR,-19.20, 119.30, 50.0,  980.0,bom,  60.653,  71.188,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-30 18:00:00, NR,-19.90, 119.80, 50.0,  980.0,bom,  60.653,  71.188,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-31 00:00:00, NR,-21.30, 120.00, 40.0,  987.0,bom,  47.251,  61.616,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-31 06:00:00, NR,-22.50, 120.20, 30.0,  993.0,bom,  25.808,  46.447,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-31 12:00:00, NR,-24.33, 122.13, 20.0,  999.0,bom,   1.772,  23.042,main
2016027S13119,2016,04, SI, WA,STAN,2016-01-31 18:00:00, NR,-26.17, 124.07, 20.0,  998.0,bom,   1.772,  25.937,main
2016027S13119,2016,04, SI, WA,STAN,2016-02-01 00:00:00, NR,-28.00, 126.00, 20.0,  997.0,bom,   1.772,  31.234,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-07 12:00:00, TS,-14.30,  60.90, 20.0, 1006.0,reunion,   1.324,   5.366,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-07 18:00:00, TS,-15.80,  59.90, 20.0, 1005.0,reunion,   1.324,   7.802,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-08 00:00:00, TS,-16.90,  57.70, 23.0, 1004.0,reunion,  11.272,  11.136,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-08 06:00:00, TS,-17.50,  55.40, 25.0, 1003.0,reunion,  15.982,  14.525,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-08 12:00:00, TS,-17.80,  53.10, 27.0, 1001.0,reunion,  27.010,  22.541,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-08 18:00:00, TS,-18.20,  51.60, 27.0, 1001.0,reunion,  27.010,  22.541,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-09 00:00:00, TS,-19.10,  50.90, 27.0, 1000.0,reunion,  27.010,  24.256,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-09 06:00:00, TS,-19.90,  51.00, 27.0, 1000.0,reunion,  27.010,  24.256,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-09 12:00:00, TS,-20.70,  51.20, 27.0, 1000.0,reunion,  27.010,  24.256,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-09 18:00:00, TS,-21.50,  51.00, 28.0,  999.0,reunion,  29.048,  33.630,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-10 00:00:00, TS,-22.40,  51.20, 28.0,  999.0,reunion,  29.048,  33.630,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-10 06:00:00, TS,-22.90,  51.60, 30.0,  997.0,reunion,  34.099,  39.463,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-10 12:00:00, TS,-23.50,  52.10, 32.0,  995.0,reunion,  41.416,  47.424,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-10 18:00:00, TS,-24.20,  52.50, 33.0,  993.0,reunion,  41.887,  52.472,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-11 00:00:00, TS,-24.70,  53.10, 33.0,  993.0,reunion,  41.887,  52.472,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-11 06:00:00, TS,-25.60,  54.00, 35.0,  992.0,reunion,  43.016,  53.480,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-11 12:00:00, TS,-26.60,  54.90, 35.0,  991.0,reunion,  43.016,  56.743,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-11 18:00:00, TS,-27.80,  55.60, 35.0,  991.0,reunion,  43.016,  56.743,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-12 00:00:00, TS,-29.20,  56.00, 35.0,  990.0,reunion,  43.016,  61.314,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-12 06:00:00, ET,-30.50,  56.90, 35.0,  990.0,reunion,  43.016,  61.314,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-12 12:00:00, ET,-32.30,  58.20, 35.0,  989.0,reunion,  43.016,  64.037,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-12 18:00:00, ET,-34.60,  59.30, 35.0,  988.0,reunion,  43.016,  64.291,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-13 00:00:00, ET,-37.40,  60.80, 37.0,  985.0,reunion,  56.026,  68.180,main
2016039S14061,2016,05, SI, MM,DAYA,2016-02-13 06:00:00, ET,-40.10,  63.20, 38.0,  983.0,reunion,  57.422,  74.236,main
2016040S12094,2016,06, SI, WA,URIAH,2016-02-09 00:00:00, NR,-11.70,  94.00, 20.0, 1005.0,bom,   1.772,   2.686,main
2016040S12094,2016,06, SI, WA,URIAH,2016-02-09 06:00:00, NR,-11.90,  94.00, 20.0, 1005.0,bom,   1.772,   2.686,main
2016040S12094,2016,06, SI, WA,URIAH,2016-02-09 12:00:00, NR,-13.21,  93.41, 20.0, 1011.0,bom,   1.772,   0.043,main
2016040S12094,2016,06, SI, WA,URIAH,2016-02-10 00:00:00, NR,-11.60,  93.90, 15.0, 1012.0,bom,   0.169,   0.018,main
